"review_id","user_id","business_id","stars","date","text","useful","funny","cool"
PIsUSmvaUWB00qv5KTF1xA,u0LXt3Uea_GidxRW1xcsfg,z8oIoCT1cXz7gZP5GeU5OA,4,2013-05-01,"This is currently my parents new favourite restaurant. 

We come here in the morning for dim sum. They are not the cart pushing type of dim sum, it is order off of the sheet. Dim sum is not bad and not expensive either.

We also frequent the dinner scene. Their set dinner menu is not bad. We typically order a 6 dish menu and it's big enough to feed a family of 9 with leftovers. 

Overall, food is pretty tasty!",1,0,0
PdZ_uFjbbkjtm3SCY_KrZw,u0LXt3Uea_GidxRW1xcsfg,XWTPNfskXoUL-Lf32wSk0Q,3,2011-09-28,"Server was a little rude.

Ordered the calamari, duck confit poutine and the trout fish with miso soba - all very tasty. Definitely not your typical diner.",5,0,1
x5oV6wm9_Pb1QQ6jkjDjwQ,u0LXt3Uea_GidxRW1xcsfg,13nKUHH-uEUXVZylgxchPA,1,2011-02-16,"I thought Tidy's Flowers had a great reputation as a florist, but I guess I was wrong!

For Valentine's Day my boyfriend had ordered roses with Tidy's. However, the flowers that were delivered was not what he had ordered. He had placed in an order for long stem roses, mixed with orchids and was charged for that. What had showed up was a small vase with 4 short cut roses and some greens - table ornament, not really Valentine's Day flowers. 

In speaking with another friend, something similar happened to her - her fiancee had ordered a dozen of roses for her for Valentine's Day while he was in Germany as a surprise and they never showed up. So when he called them to complaint, they actually then called up my friend to confirm whether or not she had received the flowers. Which she didn't, so they said they would resend - only to have them deliver it to the wrong place.

Understanding that Valentine's Day is the most busiest day for florists and mistakes do happen, the way they had handled it was not what would have been expected from a florist of that nature.",9,0,1
lsoSqIrrDbQvWpMvsSj2xw,u0LXt3Uea_GidxRW1xcsfg,RtUvSWO_UZ8V3Wpj0n077w,3,2012-12-03,"Wanted to check out this place due to all the hype I had heard. My friend wanted to come here for her birthday. We had a group of seven and based on the way the seating works (as it is communal), we wind up sharing with another group of five. 

Food was ok - not sure what the hype was. Almost 75% of the dishes had some sort of cheese in it.

This place is very loud so not ideal for catching up\\/talking. Not a great place to go if you have any gluten or vegan restrictions.

Interesting concept. Would definitely recommend to try this place once - but definitely not worth the 30- 45 mins wait.",2,1,1
23eqwlZzCWZkADWfd9atZw,u0LXt3Uea_GidxRW1xcsfg,Aov96CM4FZAXeZvKtsStdA,5,2010-07-16,"This place is awesome! Definitely authentic!!!

My two favourite dishes are the rice flour rolls and the chicken pho. The rice flour rolls are always fresh whenever I'm there! And the chicken pho is always flavourful!! mmmm....just thinking of it makes me want some!

My boyfriend is Vietnamese and he agrees that this place is authentic and one of the best Vietnamese restaurants he has ever eaten at.

Prices are very reasonable too!",2,0,1
FunI9om-aK5oMIIJmhMlZA,u0LXt3Uea_GidxRW1xcsfg,0W4lkclzZThpx3V65bVgig,4,2011-09-28,"a must stop when you are in montreal!

I was in Mtl for the weekend and wind up eating here 2 nights in a row!

The sandwiches here are unbelieveable! The smoked meat is so tasty and salty but so good. The bread definitely complements the meat!

Not much of a line up if you come either later in the evening.

Remember to leave a tip in the plate when you order take out and the servers will be extra nice and funny!",0,0,0
FKu4iU62EmWT6GZXPJ2sgA,u0LXt3Uea_GidxRW1xcsfg,fdnNZMk1NP7ZhL-YMidMpw,1,2012-10-23,"I too have been trying to book an appt to use my voucher - it's been months and countless of phone calls - no response yet.

Agree with the buyers beware warning. I only wish reviews on this place was posted previous to my purchase of this voucher.",0,0,0
xdu8nXrbNKeaywCX79KZSw,u0LXt3Uea_GidxRW1xcsfg,PFPUMF38-lraKzLcTiz5gQ,3,2010-09-15,"Came here with my girlfriends one Sunday afternoon. This place will take a long time to serve your food - as it took them almost an hour to give us our food. So make sure you give yourself lots of time! It is definitely a lazy brunch place!

Definitely recommend the pancakes! Beware of the portion sizes - they are huge!",2,0,0
K7o5jDInfmX3cY5oH6ATNw,u0LXt3Uea_GidxRW1xcsfg,oWTn2IzrprsRkPfULtjZtQ,3,2012-09-23,"Came here for a burger as one of my friends said they had good burgers and people from work would come by twice a month for a burger run.

Ordered the original was was ok, wasn't as amazing as everyone says it to be. I think the veggie option would have been better.

A little pricy for a take-out burger.",4,0,0
WYDFJOBOl7cycd7gN-c_xA,u0LXt3Uea_GidxRW1xcsfg,zgQHtqX0gqMw1nlBZl2VnQ,1,2012-10-30,"really excited to hear of this restaurant coming to Toronto. When it finally opened, my friend and I were really excited to try this place.

Service here is not great, it felt like they had forgotten about us and that they didn't care about the service as everything came out one at a time. My friend and I had each ordered a ginger beer, which came out at two separate times (it was almost as if they had to go in the back and make it themselves - that's how long it took).

There is absolutely no vegetarian options, except for the one cold noodle - the mushroom bun is not vegetarian.

The pork belly bun was nothing special - just a piece of meat with the bun. For my vegetarian friend, we had ordered the bun plain so she could experience it as well, and they literally just gave it to us plain, with no sauce, no kimchi.

The Momofuko ramen was awful. It was bland and mushy. After a few bites, I couldn't handle eating anymore.

Momofuko is not the place to go if you want real ramen. I've had better experience with instant noodles.",9,2,1
HSR2RLOifd0cvSNVqGXkMQ,u0LXt3Uea_GidxRW1xcsfg,28adZ4lsuUeVB2aWzohK9g,3,2012-10-19,"was always intrigued of this place when I pass by on the streetcar. Finally decided to try this place out this past summer. Read the reviews and everyone had lots of good things to say.

one of my friends has dietary restrictions and needs to have gluten-free items. When I had called to make the dinner reservation, I had asked and the hostess said, yes, we do have gluten-free items that are not just salads. Just let the server know when you come in.

excited to find another gluten-free place in town, my friends and I show up for the reservation. Upon arrival, the server was really nice and friendly. When we had asked about the gluten-free options, the answer was unfortunately as we do not cook our foods separately, the only gluten-free items are salads. Which was a disppointment to us, as we had specifically asked if there were gluten-free items that weren't salads on the menu.

So we decided to just order a couple of apps and drinks as we have been sitting there for quite some time, and it wasn't the server's fault that there wasn't any gluten-free items (we felt bad to just get up and leave). 

In reading the reviews, everyone thought very highly of the mac and cheese and poutine, we had ordered that to try. It wasn't bad, but not sure what the hype was about. Definitely pretty rich and filling and made for sharing!",1,0,0
Kki2nwtP8U2qmWwRvPwLRA,u0LXt3Uea_GidxRW1xcsfg,RWGI8u00x5GghYCEzpYrIg,4,2011-10-14,"This place reminds of St Lawrence Market in Toronto but more veggies and fruits then seafood.

Fruits and veggies look so good! Too bad we didn't have a kitchen at our hotel room, cause we would have bought and cooked up a storm!!

lots of varieties of apples!",0,0,1
Q-mhDIKa3wJuWEx9uuciIA,u0LXt3Uea_GidxRW1xcsfg,Xy74meQwdTnloAAyRC-4cg,3,2013-07-01,"burgers are very big portions here.

definitely order the onion ring tower to share...

Milkshakes are tasty! My personal favourite - the vanilla one.",0,0,0
ypjtMQLKdAwKGRS-KU7oxA,u0LXt3Uea_GidxRW1xcsfg,hjk3ox7w1akbEuOgTJ03Bw,1,2012-05-10,"Food is very bland - not authentic at all.

meant to cater to the customers who have never eaten Vietnamese food before.

Definitely will not be returning!",4,2,0
vr9YpzkaVdDIauxiZYZhqA,u0LXt3Uea_GidxRW1xcsfg,ZnxudK5ExgpfXs4bicS4IA,3,2012-09-23,"While looking at different restaurants in the area, came upon this restaurant posting and decided to try it, as it is down the street from work.

Not bad when you want something slightly cheaper than Congee Star. It is a mix of chinese and choy suey menu.",0,0,1
Ia-w-nR1FrlzsiuEiqqlbg,u0LXt3Uea_GidxRW1xcsfg,Eox_Qq74oaFZ-YjthpHhBw,3,2011-07-18,"Service is really slow here. I waited for over 25 mins just for takeout. Definitely not worth the wait. However, they seem to have live music Friday nites, so if you are looking for entertainment and food sit-in is probably a lot faster",1,1,1
y21Fom8a_SdAyC6I0v554w,u0LXt3Uea_GidxRW1xcsfg,zxJlg4XCHNoFy78WZPv89w,2,2011-09-28,"\"a few years ago, this used to be the place to be for bunch. I was really excited to take my boyfriend here to experience one of the \"\"must visit places in MTL\"\". Boy were we disappointed!","","",""
We had ordered the eggspectation omelette and eggs benedict. The omelette was bland,overcooked. The eggs benedict were ok,but I've had better. The portion size has come down.,"","","","","",""
Overall,"food and service has gone downhill and not worth my time anymore.\"",0,0,0,"","","",""
_ku1sDwkmQo2wIgWAaluZw,u0LXt3Uea_GidxRW1xcsfg,tOhRQqiupLyJdBJVQMGOEQ,5,2012-09-23,"OMG - Definitely worth going if you are in Montreal!!

And remember to eat it fresh - it is amazing paired with an organic cream cheese. mmmm....",1,1,1
Enuk_DJbK0JPmgbFU8ePKw,u0LXt3Uea_GidxRW1xcsfg,N93EYZy9R0sdlEvubu94ig,3,2012-09-23,"\"Not sure what the hype is, but decided to give this a try based on all the reviews.

Maybe it was too hyped up, but it wasn't as amazing as I thought it would be. Maybe it was what we had ordered, but it was just ok. We had ordered the kimchi fries, which was kind of like a NY Fries \"\"the works\"\". The grilled pork banh mi was ok.","","",""
Will be back to try other stuff,"like the bao version and the pork belly.\"",0,0,0,"","","",""
iYlepMJ6j4whB8gxiZm6mw,u0LXt3Uea_GidxRW1xcsfg,AIUFSIIdCEi3XoRJaxtDLQ,4,2016-04-12,"Love the selection of winter gear here for my little one!

We are a big fan of the Canadan Pooch line and they carry a variety of jackets and sweaters here. And it's not just for big dogs - they have different sizes to fit all different size dogs.

Good selection of treats and food as well!",0,0,0
reeZj98t_X1DrZgQgFs9Kg,u0LXt3Uea_GidxRW1xcsfg,4_GIJk0tX3k0x0FcUv4sNA,4,2010-07-26,"Hidden on the east end of the Danforth is a lovely Thai restaurant. Found this restaurant while surfing on Yelp.

Surprisingly this place is pretty big to seat a big group of 12 and still have a few more small tables available. They are mainly a take-out restaurant, as many of the customers came in for take-out, and the service was a little bit slow. However, the food was great and it accommodating for many different people - seafood lovers, vegans, etc.

Definitely recommend the basil fried rice and the fried sole fish with eggplant but for those curry lovers out there, stay away from the roti curry chicken - no curry taste, just coconut favour. But the Roti itself was really good.

Most of the dishes were under $10 - definitely a good deal!

Will be back to try the noodle dishes!",4,0,0
z9e32TaBomM5uY7fHYqYKg,u0LXt3Uea_GidxRW1xcsfg,I8rveLd-dl81u6c8YqAxmw,1,2012-05-11,"If you have not yet tried Wasabi - don't bother.

It's expensive and the food is disgusting. You have to order the sushi at the table, but everything else (i.e. salads, soups, cooked food) you can get up and go get it yourself.

The food is very bland, the sushi does not taste like anything - not even sure if the fish is fresh.

On the weekends, everyone seems to be there for the snow crab legs - if that's what you are coming for, forget it! You have to fight\\/wait in-line to get it. It's probably easier to eat it at Mandarin.

If anyone suggests to go there, I highly recommend you go somewhere else!",3,0,0
rQgIiq1FJR8NwBJuWlUn7Q,u0LXt3Uea_GidxRW1xcsfg,a9aW5e731lplWGHUZ02-zQ,4,2013-02-09,"Decided to try this place after reading the reviews. Was not disappointed. Huge portions and a bit of a long wait. They will take phone orders over the walk ins. So call ahead to order!

Tried the burrito with rice but will be back to try the noodle version!!",0,0,0
7GsVl-wMaSfG1VoEK6-s6g,u0LXt3Uea_GidxRW1xcsfg,3E5umUqaU5OZAV3jNLW3kQ,4,2017-11-02,"Great place to bring dogs! It's really a dog place that you bring your humans :p

As soon as we walked in, my dog was greeted with treats! He was so excited to explore the store...

There are 4 seats that you can sit and have your coffee while your dog lounges in the dog bed in front of you. 

Truth - this really a store for dogs, not so much for humans even though they offer coffee and tea - but just a handful of choices, nothing crazy :) 

The great part is my dog is very picky when it comes to his treats and he really likes the one we had purchased here. Guess we will be back for more...",0,0,0
zEDdYhDYYfvd8bSQqpc_ww,u0LXt3Uea_GidxRW1xcsfg,0-yj2jtzLUHG2b7PpEHyog,4,2010-01-15,"Hidden in the east end of the Danforth, who knew there would be a little Ethiopian community?

The decor is definitely interesting. Although, the outside has lots of lights as decoration, the inside is kind of dark. The red lighting and orange menu makes it hard to read.

The food is not bad. Although they tell you that the vegetarian platter is only for one person - this platter is definitely made for sharing!",1,0,1
b1Volwlw8gt_IGh9PhRQmw,u0LXt3Uea_GidxRW1xcsfg,N-11FCEppz5NVYZVM2G5yA,5,2016-02-08,"This review is mainly for the pool only.

Love that it has a nice indoor salt water pool for the doggies to use. It is small, and only meant for 1 dog at a time. I have a small little one that makes this size work well for him, but not sure how the bigger dogs can really swim in here.

The pool is great as the water is lukewarm so my little guy is willing to go in (as we have been to another indoor pool which the water is cold).

For the 1st time users, they have an instructor there to help assess what your dog can do or not do, that way you don't scared them off from swimming.

After that, you are free to book time for just you and your pup.

And they have a tub outside of the pool to bath them when they are done.

Overall, no complaints with them!",0,0,0
iFL5Iw972vd09fg87ElP9A,u0LXt3Uea_GidxRW1xcsfg,2QCZyAOB6xXKCdyFPvXXmw,4,2013-09-01,"It's 3.5 stars but since I can't give half stars I will give it four.

Cute shop love the concept!

Lots of varieties of cookie but pretty pricy! There are probably about 10 varieties cookies and about seven milk flavours. The banana flavoured milk reminds us of the banana cough syrup we used to drink as a kid!

They do have homemade cookie ice cream sandwiches but the cookie is on the thinner side.",0,0,0
pREKh8GSMq5UY9CqsnlQUQ,u0LXt3Uea_GidxRW1xcsfg,Tn8O4tv1U-n0PRC8kbJJPg,4,2016-04-06,"Great place in Chinatown to get banh mi! Just make sure you know what you want as it is really crazy in there and hectic! The ladies behind the counter will harass you until you move along!

Lots of great prepacked food as well, if the sandwich isn't your thing!",0,0,0
DcON7DHHHsvl8fByRl41MQ,u0LXt3Uea_GidxRW1xcsfg,vyeQzjZFx6KoL2pJBQ2QFA,4,2011-02-16,"Very busy place here on a Friday night. Definitely has a queen street feel with the decor. 

Food is a little pricey but not bad. Shrimp tempura appetizer is a good size for sharing. Sweet potato wedges are well paired with the wasabi mayo. 

Rolls are very good. They have a different pink dragon roll that has scallops on the top. Green dragon rolls are definitely a must try. The avocado is very thinly sliced sprinkled with something yummy on top.",0,0,1
sny_ekbd4i_1EBx1gwayXw,u0LXt3Uea_GidxRW1xcsfg,D2PmpZYRdRnzL7q4Wprf3Q,4,2014-09-11,"cute place on a side street - really only serving the locals around the Woodbine\\/Danforth area.

bf ordered a coffee here that he thought was pretty good. they seem to have smoothies and fresh juices as well. and nifty rice bowls. 

will be back to try out the juices and food.

seems to be a quiet place to chill for a couple of hours.",0,0,0
Tv-_7d1sa-6cPTZ20exTLA,u0LXt3Uea_GidxRW1xcsfg,7Uti5EeAwm3drG14KVrE3Q,2,2010-03-31,"Atmosphere for this restaurant is nice but service, not so much. 

Came here for a friend's birthday. Although, we made reservations and checked in a few minutes early, we still had to wait a good 45 minutes before sitting down at our table. When we made the reservations, we were informed we would have to leave a certain time - which we didn't think they would enforce, considering we did not get our table in time. However, they did, and we were not impressed.

The space in the restaurant is also very tight, my boyfriend got hit in the head a few times while sitting at the table.

I had ordered a seafood pasta dish, which was kind of bland (not much flavour). My boyfriend had ordered one of the specials of the night - filet mignon, which also was not up to par.

Overall, I've had better pasta. I'm not sure if it was just the two dishes I had that wasn't up to par, as my other friends did enjoy theirs.",8,0,0
uwp2sAXf5shT1ynRWo7sHg,u0LXt3Uea_GidxRW1xcsfg,BmSLyxm8b86dtzwuT7LqBA,4,2014-03-03,"The loud banging always draws crowds as you walk by and see that the chef is making fresh noodles. Noodles are delicious and you definitely need to make sure you save room in your stomach for this when you come to pacific mall!

After trying a few things on the menu - the true favourite is still the dan dan noodles. There is something about the spicy peanut sauce soup base that makes it so flavourful. Plus when you add their homemade chili oil - it makes it so good.

Because of Sun's dan dan noodles - my bf and I will always order the dan fan noodle whenever we see it on the menu but so far, no one has the same flavour as Sun's. Sun's    is the best we have had!!!",1,0,1
gDBVb6Qdg5VAr2L95NEeFw,u0LXt3Uea_GidxRW1xcsfg,KpFc2FXm7OXLhoKgKDNz2g,4,2013-05-01,"found this bakery while wandering on Queen Street - it was hidden on a side street.

walked inside to check it out and it was very quaint inside. Lots of variety. We had gotten a loaf of Brioche bread - it was so good. Soft and sweet - just the way it should be.

they have lots of other bread that I can't wait to go back and try!",0,0,0
Ebggx4Zlc4VWReJMG1nT6w,u0LXt3Uea_GidxRW1xcsfg,l1_S1mfGbEMxfT1f9omhEA,1,2017-10-16,"Terrible service and not so great drinks.

We happen to be in the plaza and saw this place for bubble tea, so we decided to grab a few to go.

First of all, the two menus is located in a very awkward place (one very high up on the wall and one in the corner also by the wall), set up is not really friendly neither can it accommodate a large group of people to look at the menu at the same time.

The menu items itself had different options than your typically bubble tea place. Their specialty are mousse drinks - which we had no idea what exactly it was. So when we asked the staff, they said it was some sort of cheese. 

For a Sunday afternoon, they were also out of grass jelly and pudding, which are ingredients in quite a few of their drinks (so not sure how that works).

The service is really bad, they don't understand English so when you asked them about the menu items, they can't really explain what they are.

We had ordered the following:
- slush mango (came with tapioca and mousse)
- peach ice tea
- roasted oolong milk tea
- supernova kumquat lemonade

And when we asked what the difference between a supernova kumquat lemonade under the galaxy drinks section (which are supposed to be layered drinks), and the kumquat lemonade, they said it had a layer of blue mousse - so we were like ok we will try it then. But what came was just a bigger cup size of the kumquat lemonade. When we asked them again, they said it was just a size difference, that's what makes it supernova - which is pretty dumb to me as on the menu both items had the same two size choices of regular or large. 

The mango slush and the roasted oolong milk tea wasn't bad. But the other two was not that great. The tea had a big floral taste that overpowered everything. There was no peach taste in the peach ice tea. The kumquat one had no kumquat taste and was just bitter from the lime and it tasted like it had no sugar in it at all.

I guess if you need a non-busy place to use WIFI and work, then this is the place, no one wants to come here.

Also - their gimmick also seems to be the lightbulb drinks, which were intriguing to us, but you are not allowed to take the lightbulb home...

We will definitely not be returning...",0,0,0
Q0j8DFqW_zWNa-H1QuuPgg,u0LXt3Uea_GidxRW1xcsfg,TrOgTZ0DfmQxvpTehiNibQ,1,2011-05-10,"worse customer service ever. 
Manager on duty was rude. She didn't care that I had negative feelings about this place when I said that I would never come back again!
Restaurant has gone downhill since they renovated!!",11,5,5
EKAN4jw3LsE3631feSaA_g,u0LXt3Uea_GidxRW1xcsfg,pZ1quwXnYozLIZIVABojhw,4,2012-09-23,"My boyfriend took me here for my birthday. At first, I wasn't impress that it was a 45 mins wait, however my BF really wanted to try this piece, so we decided to wait.

It was definitely different and worth the wait. 

We started off with the House Cured Meat - it was good - but definitely too much for just 2 people to share (and no need to order the extra bread if it's only two people).

Next came the roasted bone marrow - which is amazing and definitely worth ordering. Had we not ordered so many other dishes, we would have ordered a second round of this. Who knew bone marrow could be this tasty!!

Then came the Spicy Horse Tartare, which we thought was intriguing, as we have never heard, so we had ordered it. When it showed up, it was like a salad. Wasn't bad, worth trying but probably only a one-time thing for us.

Tongue on Brioche is definitely another worth ordering. it is a sandwich that tasted like a Montreal smoked meat sandwich. SO GOOD that it melts in your mouth - so soft and tender. If it wasn't because we had ordered so much food and this was the last main course that showed up, we would have devoured it.

For dessert, we had ordered the Foie and Nutella, as we thought this was very interesting. It was good, but after 4 dishes already, this was just a little too rich. It came with banana bread that was really good.

Overall, definitely worth the try! Just make sure you bring cash =)",0,0,0
51TLGhFncBnppaBN5vHlcw,u0LXt3Uea_GidxRW1xcsfg,Uq-GOs9_IqweUsB5MdII9w,4,2014-08-21,"OMG - came here with some friends for Brunch and wow!

We did have to wait for about 30 mins for a table for 4 (but it was later in the day). 

Looking at their menu,  we wanted to try everything! the French toast, the strawberry shortcakes..donuts (they were sold out by the time we got there).

but we wind up only ordering two things: 

the classic - 2 eggs any style, house cured bacon or sage and onion sausage, crispy griddled red skin potatoes with sea salt and thyme. Served with toast of your choice. Upgrade your toast to a buttermilk biscuit 

Emma's Benny - Warm and fluffy buttermilk biscuit topped with house cured peameal bacon, poached eggs and smothered in mousselline sauce. Served with a side of griddled red skin potatoes.

big portions - really good!

if you want the benny, make sure you asked them if they still have it as they tend to sell out quick - I had ordered the last one of the day!!!",0,0,0
zo84NPvoDgm1W9poSCjPQQ,u0LXt3Uea_GidxRW1xcsfg,3vs6rARRBm-O99y4bryilw,4,2012-08-20,"Great Japanese restaurant in the Bloor and Church area. Been coming here since the first opened years ago.

Food has always been good and fresh. However, if you are here for lunch, it will take an hour and make sure you come a few minutes earlier otherwise it may be a long wait as it is small inside!",2,0,0
0wsN8ZT101c8LhqwQZJjvw,u0LXt3Uea_GidxRW1xcsfg,kRdzgq-hr3amtTkQR-U7dw,4,2013-05-01,"they have some pretty interesting things here!

definitely a one-stop shop for cheese and bread =p

also carry a variety of pates that are pretty tasty!",0,0,0
O4RZMP8IFyJTNfRp0QXEsw,u0LXt3Uea_GidxRW1xcsfg,vcxvQyAggPqxcHwvJXvjGg,4,2017-01-04,"Love this place!

The cakes are delicious but really rich! They have cute cupcakes and lots of macaroons. 

The best part - they now have a gluten free chocolate cake - which hubby and I think is better than the regular cake!",0,0,0
66KqTwiQ1oB9-aTsoEN35Q,u0LXt3Uea_GidxRW1xcsfg,DKiRDPtQ5cTN-eX1oEgA9w,3,2017-01-04,"It's a pub... nice and clean one.

Came here to grab some food with the girls since the Thai place below was an hour wait. We stuck with the normal pub food: burgers, fries and grilled cheese sandwich.

The burger presentation was great - it comes with fries and some onion rings piled on top. It was a decent burger.

Girlfriend got the grilled cheese sandwich with bacon - which she said was good.

When looking at the menu - there are so many options to choose from... especially with the pictures they include. The only thing is the pictures always look better then the real thing. The Sheppard's pie looked so yummy but when we saw another table get it, it didn't look so appealing.",0,0,0
jREsaout3cuhKbROVDXUFg,u0LXt3Uea_GidxRW1xcsfg,I44P6Pfoey2pArOhhx2RnA,4,2017-10-17,"Cute little hole in the wall place. Two entrances, one by a side street by an apartment building and the other side of the entrance in the mall.

They had lunch specials that are applicable on the weekend, so we ordered:
- chirashi
- salmon teriyaki
- kalbi
- chicken katsu
- dynamic \\/ california roll

All was very good and very fresh! 

Definitely recommend it and will be coming back!",0,0,0
3KQ3_xutS5R3mX7HsPWpgw,u0LXt3Uea_GidxRW1xcsfg,zkU-WMio8g6dpRJ2Y2xqvQ,4,2017-01-04,"Came here for dim sum - it's one of those mark on a sheet to order.

The dim sum here is pretty decent and tasty. It can get a bit pricey, but other reviews say if you come early (before 10:45am) you can get all sizes for the same price. 

Definitely order from the dessert section - they have some pretty unique and tasty options.",0,0,0
Ny3gmyxodfnp4JK0Geaovg,u0LXt3Uea_GidxRW1xcsfg,P-nqq5kOv2wV2mB5To5elQ,2,2010-09-15,"Opened by Pickle Barrel, Glow is meant to be this new healthy eating restaurant that ensures you do not over indulge on certain foods. They have burgers that are served bunless and a side of salad - so make sure you read the fine print prior to order to ensure you get what you want.

The food is ok, not memorable. The atmosphere and decor is beautiful. And the service was not bad - after hearing all the horror stories I thought we would be getting terrible service.

They also have these 100 calories shooter glass desserts that are cute, but also not memorable in taste.

I think this place is probably good for a drink (for the atmosphere and decor), but not so much for their food.",1,0,0
cafDR6sZnIO02tf03ZXRZw,u0LXt3Uea_GidxRW1xcsfg,FQr_scgz9a4sXTdRS4d3mg,3,2015-06-15,"Nice place by Cumberland place. After we had sat down, we were given two HUGE blown up pitas. So we had ordered the eggplant dip to go with it. It had a nice smoked flavour to it but not even garlic taste for my liking so it was just a-ok.

Ordered a chicken shawarma and a mango strawberry juice. The juice was yummy and would definitely order it again! The shawarma - I'm not sure about it. The meat wasn't as tasty as I thought it would be. Maybe I need to try the falafel instead next time.",0,0,1
p659sFGjbL8chCRZPPyFmg,u0LXt3Uea_GidxRW1xcsfg,3RlylOY452bA8rwliPUeUQ,4,2017-01-04,"My sister loves this place! Probably comes by once a week, once every two weeks!

The hot pot for two is a great deal! Lots of food that can probably feed 3 (assuming you aren't  huge eaters - just regular eaters).

When it's not hot pot time, my sister says they have really good Hot Stone Bibimbap - which is what she typically gets.",1,0,0
